Date,Open,High,Low,Close,Adj Close,Volume
2023-04-20,99.730003,99.730003,99.730003,99.730003,98.573669,0
2023-04-21,99.809998,99.809998,99.809998,99.809998,98.652740,0
2023-04-24,99.839996,99.839996,99.839996,99.839996,98.682396,0
2023-04-25,98.150002,98.150002,98.150002,98.150002,97.011993,0
2023-04-26,97.750000,97.750000,97.750000,97.750000,96.616631,0
2023-04-27,99.589996,99.589996,99.589996,99.589996,98.435287,0
2023-04-28,100.419998,100.419998,100.419998,100.419998,99.255676,0
2023-05-01,100.400002,100.400002,100.400002,100.400002,99.235909,0
2023-05-02,99.139999,99.139999,99.139999,99.139999,97.990517,0
2023-05-03,98.570000,98.570000,98.570000,98.570000,97.427116,0
2023-05-04,97.830002,97.830002,97.830002,97.830002,96.695702,0
2023-05-05,99.680000,99.680000,99.680000,99.680000,98.524254,0
2023-05-08,99.739998,99.739998,99.739998,99.739998,98.583557,0
2023-05-09,99.339996,99.339996,99.339996,99.339996,98.188194,0
2023-05-10,99.790001,99.790001,99.790001,99.790001,98.632973,0
2023-05-11,99.570000,99.570000,99.570000,99.570000,98.415520,0
2023-05-12,99.410004,99.410004,99.410004,99.410004,98.257378,0
2023-05-15,99.839996,99.839996,99.839996,99.839996,98.682396,0
2023-05-16,99.070000,99.070000,99.070000,99.070000,97.921326,0
2023-05-17,100.370003,100.370003,100.370003,100.370003,99.206245,0
2023-05-18,101.339996,101.339996,101.339996,101.339996,100.165001,0
2023-05-19,101.120003,101.120003,101.120003,101.120003,99.947556,0
2023-05-22,101.290001,101.290001,101.290001,101.290001,100.115578,0
2023-05-23,100.199997,100.199997,100.199997,100.199997,99.038223,0
2023-05-24,99.449997,99.449997,99.449997,99.449997,98.296913,0
2023-05-25,100.099998,100.099998,100.099998,100.099998,98.939384,0
2023-05-26,101.430000,101.430000,101.430000,101.430000,100.253960,0
2023-05-30,101.440002,101.440002,101.440002,101.440002,100.263847,0
2023-05-31,100.839996,100.839996,100.839996,100.839996,99.670799,0
2023-06-01,101.849998,101.849998,101.849998,101.849998,100.669083,0
2023-06-02,103.559998,103.559998,103.559998,103.559998,102.359261,0
2023-06-05,103.279999,103.279999,103.279999,103.279999,102.082504,0
2023-06-06,103.750000,103.750000,103.750000,103.750000,102.547066,0
2023-06-07,103.519997,103.519997,103.519997,103.519997,102.319725,0
2023-06-08,104.070000,104.070000,104.070000,104.070000,102.863358,0
2023-06-09,104.099998,104.099998,104.099998,104.099998,102.893005,0
2023-06-12,105.050003,105.050003,105.050003,105.050003,103.831993,0
2023-06-13,105.860001,105.860001,105.860001,105.860001,104.632599,0
2023-06-14,105.849998,105.849998,105.849998,105.849998,104.622711,0
2023-06-15,107.160004,107.160004,107.160004,107.160004,105.917534,0
2023-06-16,106.730003,106.730003,106.730003,106.730003,105.492508,0
2023-06-20,106.199997,106.199997,106.199997,106.199997,104.968651,0
2023-06-21,105.650002,105.650002,105.650002,105.650002,104.425034,0
2023-06-22,105.519997,105.519997,105.519997,105.519997,104.694901,0
2023-06-23,104.639999,104.639999,104.639999,104.639999,103.821785,0
2023-06-26,104.269997,104.269997,104.269997,104.269997,103.454681,0
2023-06-27,105.540001,105.540001,105.540001,105.540001,104.714752,0
2023-06-28,105.580002,105.580002,105.580002,105.580002,104.754440,0
2023-06-29,106.120003,106.120003,106.120003,106.120003,105.290215,0
2023-06-30,107.330002,107.330002,107.330002,107.330002,106.490753,0
2023-07-03,107.510002,107.510002,107.510002,107.510002,106.669350,0
2023-07-05,107.220001,107.220001,107.220001,107.220001,106.381622,0
2023-07-06,106.269997,106.269997,106.269997,106.269997,105.439041,0
2023-07-07,106.169998,106.169998,106.169998,106.169998,105.339821,0
2023-07-10,106.610001,106.610001,106.610001,106.610001,105.776382,0
2023-07-11,107.440002,107.440002,107.440002,107.440002,106.599899,0
2023-07-12,108.230003,108.230003,108.230003,108.230003,107.383720,0
2023-07-13,109.190002,109.190002,109.190002,109.190002,108.336212,0
2023-07-14,108.959999,108.959999,108.959999,108.959999,108.108009,0
2023-07-17,109.470001,109.470001,109.470001,109.470001,108.614021,0
2023-07-18,110.290001,110.290001,110.290001,110.290001,109.427605,0
2023-07-19,110.589996,110.589996,110.589996,110.589996,109.725258,0
2023-07-20,109.790001,109.790001,109.790001,109.790001,108.931519,0
