Date,Open,High,Low,Close,Adj Close,Volume
2023-04-20,10.400000,10.400000,10.400000,10.400000,10.135041,0
2023-04-21,10.380000,10.380000,10.380000,10.380000,10.115551,0
2023-04-24,10.420000,10.420000,10.420000,10.420000,10.154532,0
2023-04-25,10.500000,10.500000,10.500000,10.500000,10.232494,0
2023-04-26,10.460000,10.460000,10.460000,10.460000,10.193513,0
2023-04-27,10.410000,10.410000,10.410000,10.410000,10.144788,0
2023-04-28,10.460000,10.460000,10.460000,10.460000,10.217068,0
2023-05-01,10.360000,10.360000,10.360000,10.360000,10.119390,0
2023-05-02,10.460000,10.460000,10.460000,10.460000,10.217068,0
2023-05-03,10.500000,10.500000,10.500000,10.500000,10.256139,0
2023-05-04,10.480000,10.480000,10.480000,10.480000,10.236602,0
2023-05-05,10.450000,10.450000,10.450000,10.450000,10.207301,0
2023-05-08,10.400000,10.400000,10.400000,10.400000,10.158461,0
2023-05-09,10.380000,10.380000,10.380000,10.380000,10.138927,0
2023-05-10,10.450000,10.450000,10.450000,10.450000,10.207301,0
2023-05-11,10.470000,10.470000,10.470000,10.470000,10.226835,0
2023-05-12,10.430000,10.430000,10.430000,10.430000,10.187764,0
2023-05-15,10.400000,10.400000,10.400000,10.400000,10.158461,0
2023-05-16,10.370000,10.370000,10.370000,10.370000,10.129157,0
2023-05-17,10.350000,10.350000,10.350000,10.350000,10.109624,0
2023-05-18,10.300000,10.300000,10.300000,10.300000,10.060785,0
2023-05-19,10.270000,10.270000,10.270000,10.270000,10.031480,0
2023-05-22,10.270000,10.270000,10.270000,10.270000,10.031480,0
2023-05-23,10.280000,10.280000,10.280000,10.280000,10.041248,0
2023-05-24,10.250000,10.250000,10.250000,10.250000,10.011947,0
2023-05-25,10.210000,10.210000,10.210000,10.210000,9.972876,0
2023-05-26,10.220000,10.220000,10.220000,10.220000,9.982640,0
2023-05-30,10.290000,10.290000,10.290000,10.290000,10.051016,0
2023-05-31,10.320000,10.320000,10.320000,10.320000,10.104870,0
2023-06-01,10.340000,10.340000,10.340000,10.340000,10.124454,0
2023-06-02,10.290000,10.290000,10.290000,10.290000,10.075495,0
2023-06-05,10.290000,10.290000,10.290000,10.290000,10.075495,0
2023-06-06,10.300000,10.300000,10.300000,10.300000,10.085288,0
2023-06-07,10.250000,10.250000,10.250000,10.250000,10.036329,0
2023-06-08,10.300000,10.300000,10.300000,10.300000,10.085288,0
2023-06-09,10.270000,10.270000,10.270000,10.270000,10.055912,0
2023-06-12,10.290000,10.290000,10.290000,10.290000,10.075495,0
2023-06-13,10.240000,10.240000,10.240000,10.240000,10.026539,0
2023-06-14,10.250000,10.250000,10.250000,10.250000,10.036329,0
2023-06-15,10.310000,10.310000,10.310000,10.310000,10.095078,0
2023-06-16,10.290000,10.290000,10.290000,10.290000,10.075495,0
2023-06-20,10.300000,10.300000,10.300000,10.300000,10.085288,0
2023-06-21,10.310000,10.310000,10.310000,10.310000,10.095078,0
2023-06-22,10.260000,10.260000,10.260000,10.260000,10.046120,0
2023-06-23,10.300000,10.300000,10.300000,10.300000,10.085288,0
2023-06-26,10.310000,10.310000,10.310000,10.310000,10.095078,0
2023-06-27,10.290000,10.290000,10.290000,10.290000,10.075495,0
2023-06-28,10.310000,10.310000,10.310000,10.310000,10.095078,0
2023-06-29,10.230000,10.230000,10.230000,10.230000,10.016747,0
2023-06-30,10.260000,10.260000,10.260000,10.260000,10.070731,0
2023-07-03,10.230000,10.230000,10.230000,10.230000,10.041286,0
2023-07-05,10.190000,10.190000,10.190000,10.190000,10.002022,0
2023-07-06,10.130000,10.130000,10.130000,10.130000,9.943130,0
2023-07-07,10.120000,10.120000,10.120000,10.120000,9.933313,0
2023-07-10,10.150000,10.150000,10.150000,10.150000,9.962760,0
2023-07-11,10.170000,10.170000,10.170000,10.170000,9.982390,0
2023-07-12,10.250000,10.250000,10.250000,10.250000,10.060916,0
2023-07-13,10.320000,10.320000,10.320000,10.320000,10.129624,0
2023-07-14,10.270000,10.270000,10.270000,10.270000,10.080547,0
2023-07-17,10.280000,10.280000,10.280000,10.280000,10.090363,0
2023-07-18,10.290000,10.290000,10.290000,10.290000,10.100179,0
