Date,Open,High,Low,Close,Adj Close,Volume
2023-04-20,11.470000,11.470000,11.470000,11.470000,11.060548,0
2023-04-21,11.430000,11.430000,11.430000,11.430000,11.021976,0
2023-04-24,11.520000,11.520000,11.520000,11.520000,11.108763,0
2023-04-25,11.650000,11.650000,11.650000,11.650000,11.234121,0
2023-04-26,11.560000,11.560000,11.560000,11.560000,11.147335,0
2023-04-27,11.470000,11.470000,11.470000,11.470000,11.060548,0
2023-04-28,11.610000,11.610000,11.610000,11.610000,11.232762,0
2023-05-01,11.340000,11.340000,11.340000,11.340000,10.971536,0
2023-05-02,11.540000,11.540000,11.540000,11.540000,11.165038,0
2023-05-03,11.600000,11.600000,11.600000,11.600000,11.223090,0
2023-05-04,11.500000,11.500000,11.500000,11.500000,11.126336,0
2023-05-05,11.460000,11.460000,11.460000,11.460000,11.087637,0
2023-05-08,11.330000,11.330000,11.330000,11.330000,10.961861,0
2023-05-09,11.300000,11.300000,11.300000,11.300000,10.932837,0
2023-05-10,11.400000,11.400000,11.400000,11.400000,11.029586,0
2023-05-11,11.490000,11.490000,11.490000,11.490000,11.116663,0
2023-05-12,11.410000,11.410000,11.410000,11.410000,11.039261,0
2023-05-15,11.300000,11.300000,11.300000,11.300000,10.932837,0
2023-05-16,11.250000,11.250000,11.250000,11.250000,10.884459,0
2023-05-17,11.220000,11.220000,11.220000,11.220000,10.855435,0
2023-05-18,11.150000,11.150000,11.150000,11.150000,10.787708,0
2023-05-19,11.090000,11.090000,11.090000,11.090000,10.729658,0
2023-05-22,11.070000,11.070000,11.070000,11.070000,10.710310,0
2023-05-23,11.090000,11.090000,11.090000,11.090000,10.729658,0
2023-05-24,11.040000,11.040000,11.040000,11.040000,10.681284,0
2023-05-25,11.010000,11.010000,11.010000,11.010000,10.652259,0
2023-05-26,11.060000,11.060000,11.060000,11.060000,10.700634,0
2023-05-30,11.180000,11.180000,11.180000,11.180000,10.816736,0
2023-05-31,11.250000,11.250000,11.250000,11.250000,10.922562,0
2023-06-01,11.290000,11.290000,11.290000,11.290000,10.961397,0
2023-06-02,11.210000,11.210000,11.210000,11.210000,10.883727,0
2023-06-05,11.200000,11.200000,11.200000,11.200000,10.874018,0
2023-06-06,11.240000,11.240000,11.240000,11.240000,10.912853,0
2023-06-07,11.100000,11.100000,11.100000,11.100000,10.776928,0
2023-06-08,11.200000,11.200000,11.200000,11.200000,10.874018,0
2023-06-09,11.190000,11.190000,11.190000,11.190000,10.864307,0
2023-06-12,11.210000,11.210000,11.210000,11.210000,10.883727,0
2023-06-13,11.130000,11.130000,11.130000,11.130000,10.806056,0
2023-06-14,11.190000,11.190000,11.190000,11.190000,10.864307,0
2023-06-15,11.290000,11.290000,11.290000,11.290000,10.961397,0
2023-06-16,11.270000,11.270000,11.270000,11.270000,10.941979,0
2023-06-20,11.330000,11.330000,11.330000,11.330000,11.000235,0
2023-06-21,11.350000,11.350000,11.350000,11.350000,11.019651,0
2023-06-22,11.240000,11.240000,11.240000,11.240000,10.912853,0
2023-06-23,11.310000,11.310000,11.310000,11.310000,10.980817,0
2023-06-26,11.330000,11.330000,11.330000,11.330000,11.000235,0
2023-06-27,11.300000,11.300000,11.300000,11.300000,10.971107,0
2023-06-28,11.350000,11.350000,11.350000,11.350000,11.019651,0
2023-06-29,11.190000,11.190000,11.190000,11.190000,10.864307,0
2023-06-30,11.300000,11.300000,11.300000,11.300000,11.008492,0
2023-07-03,11.260000,11.260000,11.260000,11.260000,10.969522,0
2023-07-05,11.150000,11.150000,11.150000,11.150000,10.862361,0
2023-07-06,11.010000,11.010000,11.010000,11.010000,10.725974,0
2023-07-07,10.960000,10.960000,10.960000,10.960000,10.677262,0
2023-07-10,10.990000,10.990000,10.990000,10.990000,10.706487,0
2023-07-11,11.040000,11.040000,11.040000,11.040000,10.755198,0
2023-07-12,11.170000,11.170000,11.170000,11.170000,10.881845,0
2023-07-13,11.270000,11.270000,11.270000,11.270000,10.979264,0
2023-07-14,11.210000,11.210000,11.210000,11.210000,10.920813,0
2023-07-17,11.210000,11.210000,11.210000,11.210000,10.920813,0
2023-07-18,11.260000,11.260000,11.260000,11.260000,10.969522,0
2023-07-19,11.360000,11.360000,11.360000,11.360000,11.066943,0
2023-07-20,11.230000,11.230000,11.230000,11.230000,10.940296,0
2023-07-21,11.250000,11.250000,11.250000,11.250000,10.959781,0
2023-07-24,11.220000,11.220000,11.220000,11.220000,10.930555,0
2023-07-25,11.200000,11.200000,11.200000,11.200000,10.911070,0
2023-07-26,11.220000,11.220000,11.220000,11.220000,10.930555,0
2023-07-27,11.050000,11.050000,11.050000,11.050000,10.764939,0
2023-07-28,11.110000,11.110000,11.110000,11.110000,10.823391,0
2023-07-31,11.140000,11.140000,11.140000,11.140000,10.891833,0
2023-08-01,10.980000,10.980000,10.980000,10.980000,10.735397,0
2023-08-02,10.880000,10.880000,10.880000,10.880000,10.637625,0
2023-08-03,10.680000,10.680000,10.680000,10.680000,10.442080,0
2023-08-04,10.840000,10.840000,10.840000,10.840000,10.598516,0
2023-08-07,10.760000,10.760000,10.760000,10.760000,10.520299,0
2023-08-08,10.850000,10.850000,10.850000,10.850000,10.608294,0
2023-08-09,10.890000,10.890000,10.890000,10.890000,10.647403,0
2023-08-10,10.750000,10.750000,10.750000,10.750000,10.510522,0
2023-08-11,10.710000,10.710000,10.710000,10.710000,10.471413,0
2023-08-14,10.700000,10.700000,10.700000,10.700000,10.461635,0
2023-08-15,10.640000,10.640000,10.640000,10.640000,10.402974,0
2023-08-16,10.560000,10.560000,10.560000,10.560000,10.324755,0
2023-08-17,10.510000,10.510000,10.510000,10.510000,10.275867,0
2023-08-18,10.550000,10.550000,10.550000,10.550000,10.314977,0
2023-08-21,10.430000,10.430000,10.430000,10.430000,10.197651,0
2023-08-22,10.500000,10.500000,10.500000,10.500000,10.266091,0
2023-08-23,10.720000,10.720000,10.720000,10.720000,10.481189,0
2023-08-24,10.670000,10.670000,10.670000,10.670000,10.432302,0
2023-08-25,10.690000,10.690000,10.690000,10.690000,10.451856,0
2023-08-28,10.710000,10.710000,10.710000,10.710000,10.471413,0
2023-08-29,10.810000,10.810000,10.810000,10.810000,10.569184,0
2023-08-30,10.810000,10.810000,10.810000,10.810000,10.569184,0
2023-08-31,10.840000,10.840000,10.840000,10.840000,10.637879,0
2023-09-01,10.700000,10.700000,10.700000,10.700000,10.500489,0
2023-09-05,10.580000,10.580000,10.580000,10.580000,10.382727,0
2023-09-06,10.580000,10.580000,10.580000,10.580000,10.382727,0
2023-09-07,10.610000,10.610000,10.610000,10.610000,10.412168,0
2023-09-08,10.650000,10.650000,10.650000,10.650000,10.451423,0
2023-09-11,10.590000,10.590000,10.590000,10.590000,10.392542,0
2023-09-12,10.630000,10.630000,10.630000,10.630000,10.431794,0
2023-09-13,10.630000,10.630000,10.630000,10.630000,10.431794,0
2023-09-14,10.580000,10.580000,10.580000,10.580000,10.382727,0
2023-09-15,10.540000,10.540000,10.540000,10.540000,10.343472,0
2023-09-18,10.580000,10.580000,10.580000,10.580000,10.382727,0
