Date,Open,High,Low,Close,Adj Close,Volume
2023-04-20,47.930000,48.230000,47.849998,48.029999,47.331478,572300
2023-04-21,48.090000,48.119999,47.820000,48.080002,47.380760,545400
2023-04-24,48.009998,48.160000,47.849998,48.099998,47.400467,695000
2023-04-25,47.869999,47.880001,47.270000,47.279999,46.592392,606700
2023-04-26,47.369999,47.480000,46.990002,47.080002,46.395302,571200
2023-04-27,47.380001,47.990002,47.320000,47.970001,47.272358,628000
2023-04-28,47.869999,48.360001,47.820000,48.360001,47.656681,727100
2023-05-01,48.330002,48.580002,48.299999,48.340000,47.636971,809000
2023-05-02,48.230000,48.240002,47.369999,47.740002,47.045700,685600
2023-05-03,47.779999,48.150002,47.430000,47.439999,46.750065,1548800
2023-05-04,47.290001,47.340000,46.919998,47.090000,46.405151,1273500
2023-05-05,47.540001,48.119999,47.540001,48.009998,47.311771,605200
2023-05-08,48.040001,48.070000,47.860001,48.009998,47.311771,714500
2023-05-09,47.840000,47.959999,47.779999,47.849998,47.154099,450600
2023-05-10,48.169998,48.270000,47.590000,48.049999,47.351189,589800
2023-05-11,47.919998,47.959999,47.700001,47.950001,47.252647,616200
2023-05-12,48.080002,48.110001,47.570000,47.849998,47.154099,504500
2023-05-15,47.910000,48.139999,47.750000,48.070000,47.370899,708300
2023-05-16,47.939999,48.000000,47.700001,47.720001,47.025997,509300
2023-05-17,47.919998,48.400002,47.750000,48.310001,47.607414,654700
2023-05-18,48.299999,48.849998,48.250000,48.810001,48.100140,876200
2023-05-19,48.919998,48.959999,48.549999,48.709999,48.001591,570100
2023-05-22,48.720001,48.950001,48.580002,48.790001,48.080429,756200
2023-05-23,48.580002,48.750000,48.209999,48.259998,47.558136,558300
2023-05-24,48.060001,48.080002,47.750000,47.880001,47.183666,661000
2023-05-25,48.259998,48.369999,47.959999,48.220001,47.518719,691200
2023-05-26,48.310001,48.939999,48.290001,48.860001,48.149414,563300
2023-05-30,49.110001,49.169998,48.709999,48.880001,48.169121,740100
2023-05-31,48.660000,48.750000,48.380001,48.610001,47.903046,685800
2023-06-01,48.639999,49.200001,48.470001,49.070000,48.356358,718800
2023-06-02,49.430000,49.950001,49.360001,49.880001,49.154579,801100
2023-06-05,49.889999,50.029999,49.660000,49.759998,49.036320,826800
2023-06-06,49.700001,50.020000,49.630001,49.980000,49.253120,576000
2023-06-07,50.060001,50.200001,49.799999,49.880001,49.154579,509300
2023-06-08,49.869999,50.169998,49.730000,50.130001,49.400940,554000
2023-06-09,50.230000,50.430000,50.040001,50.169998,49.440353,530300
2023-06-12,50.270000,50.630001,50.189999,50.630001,49.893673,696600
2023-06-13,50.830002,51.060001,50.759998,50.990002,50.248436,693200
2023-06-14,51.029999,51.250000,50.590000,51.009998,50.268143,726300
2023-06-15,50.889999,51.759998,50.880001,51.630001,50.879124,634800
2023-06-16,51.889999,51.889999,51.389999,51.439999,50.691887,801500
2023-06-20,51.200001,51.270000,50.889999,51.169998,50.425812,713800
2023-06-21,50.869999,50.939999,50.630001,50.720001,50.164707,1079000
2023-06-22,50.560001,50.840000,50.500000,50.820000,50.263611,594400
2023-06-23,50.439999,50.630001,50.330002,50.419998,49.867989,1647500
2023-06-26,50.389999,50.610001,50.230000,50.259998,49.709740,703100
2023-06-27,50.389999,50.919998,50.320000,50.849998,50.293282,1061600
2023-06-28,50.750000,51.020000,50.650002,50.889999,50.332844,583400
2023-06-29,50.889999,51.150002,50.830002,51.139999,50.580105,550000
2023-06-30,51.509998,51.810001,51.480000,51.700001,51.133976,660700
2023-07-03,51.680000,51.810001,51.619999,51.810001,51.242775,467200
2023-07-05,51.580002,51.740002,51.549999,51.669998,51.104301,611700
2023-07-06,51.209999,51.240002,50.869999,51.209999,50.649342,624500
2023-07-07,51.119999,51.619999,51.090000,51.169998,50.609776,515400
2023-07-10,51.119999,51.380001,51.099998,51.380001,50.817482,493900
2023-07-11,51.500000,51.820000,51.369999,51.770000,51.203209,481200
2023-07-12,52.220001,52.330002,52.049999,52.150002,51.579052,695800
2023-07-13,52.400002,52.700001,52.349998,52.610001,52.034016,553100
2023-07-14,52.720001,52.750000,52.439999,52.529999,51.954887,501900
2023-07-17,52.500000,52.869999,52.500000,52.750000,52.172485,667800
2023-07-18,52.720001,53.230000,52.680000,53.169998,52.587879,596500
2023-07-19,53.279999,53.430000,53.189999,53.290001,52.706570,585400
2023-07-20,53.139999,53.250000,52.810001,52.919998,52.340618,887900
2023-07-21,53.119999,53.119999,52.880001,52.900002,52.320843,738500
2023-07-24,53.020000,53.180000,52.930000,53.090000,52.508759,629400
2023-07-25,53.060001,53.400002,53.029999,53.240002,52.657120,464500
2023-07-26,53.119999,53.430000,53.029999,53.270000,52.686790,731000
2023-07-27,53.639999,53.709999,52.759998,52.849998,52.271385,667500
2023-07-28,53.290001,53.500000,53.209999,53.400002,52.815365,481300
2023-07-31,53.520000,53.619999,53.380001,53.570000,52.983501,603700
2023-08-01,53.389999,53.480000,53.270000,53.419998,52.835140,771400
2023-08-02,53.020000,53.029999,52.560001,52.660000,52.083466,745300
2023-08-03,52.419998,52.720001,52.290001,52.500000,51.925217,603500
2023-08-04,52.720001,52.970001,52.220001,52.290001,51.717518,752400
2023-08-07,52.470001,52.709999,52.360001,52.709999,52.132919,480100
2023-08-08,52.349998,52.470001,52.000000,52.439999,51.865875,680200
2023-08-09,52.459999,52.459999,51.959999,52.080002,51.509819,532000
2023-08-10,52.360001,52.730000,51.910000,52.070000,51.499928,701300
2023-08-11,51.860001,52.139999,51.790001,52.040001,51.470253,507400
2023-08-14,51.910000,52.299999,51.830002,52.299999,51.727406,579400
2023-08-15,52.070000,52.080002,51.610001,51.689999,51.124084,568400
2023-08-16,51.599998,51.810001,51.259998,51.279999,50.718575,545100
2023-08-17,51.410000,51.470001,50.790001,50.849998,50.293282,616700
2023-08-18,50.500000,51.009998,50.459999,50.880001,50.322952,1041100
2023-08-21,50.990002,51.279999,50.740002,51.169998,50.609776,866200
2023-08-22,51.419998,51.419998,50.990002,51.060001,50.500984,885600
2023-08-23,51.180000,51.689999,51.150002,51.639999,51.074631,696000
2023-08-24,51.810001,51.860001,50.919998,50.919998,50.362514,781300
2023-08-25,51.110001,51.410000,50.669998,51.259998,50.698792,948400
2023-08-28,51.540001,51.660000,51.380001,51.590000,51.025181,625800
2023-08-29,51.590000,52.380001,51.549999,52.340000,51.766972,700800
2023-08-30,52.389999,52.660000,52.320000,52.599998,52.024120,844200
2023-08-31,52.680000,52.830002,52.520000,52.540001,51.964779,474500
2023-09-01,52.849998,52.950001,52.529999,52.689999,52.113136,536700
2023-09-05,52.630001,52.630001,52.389999,52.400002,51.826313,562200
2023-09-06,52.320000,52.330002,51.779999,52.070000,51.499928,566000
2023-09-07,51.700001,51.950001,51.619999,51.880001,51.312012,812200
2023-09-08,51.910000,52.099998,51.840000,51.950001,51.381241,408900
2023-09-11,52.250000,52.310001,52.060001,52.279999,51.707623,560600
2023-09-12,52.110001,52.290001,51.939999,52.020000,51.450470,549800
2023-09-13,52.009998,52.139999,51.860001,52.020000,51.450470,461600
